run_id,problem_id,title_zh,contest,year,group,dataset_id,difficulty,difficulty_rank,difficulty_at_run,difficulty_source,difficulty_status,data_status,campaign_id,campaign_entry_status,database_status,stop_reason,created_at,updated_at,completed_at,attempt,compile_verdict,judge_verdict,passed_tests,total_tests,score,answer_correct,process_correct,strict_success,answer_only_ac,error_type,first_error_step_id,code_location,diagnosis_confidence,evidence_count,failure_pattern,initial_judge_verdict,initial_passed_tests,initial_total_tests,initial_score,initial_answer_correct,initial_process_correct,initial_error_type,initial_first_error_step_id,repair_round_count,repair_attempt_count,code_revision_count,proof_only_round_count,regression_count,repair_success,model_calls,successful_model_calls,failed_model_calls,model_duration_ms_sum,prompt_tokens_recorded,completion_tokens_recorded,reasoning_tokens_recorded,total_tokens_recorded,model_roles,best_revision_id,source_artifact_id,result_sha256,manifest_path,source_run_path
run_sSpjunh6rWVHSBmV,csps2019_senior_tree,树上的数,CSP-S,2019,senior,csps2019_senior,NOI/NOI+/CTS,8,NOI/NOI+/CTS,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-08T13:37:03.216092+00:00,2026-09-08T14:36:05.314735+00:00,2026-09-08T14:36:05.285159+00:00,1,OK,TLE,0,20,0.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,TLE:10;WA:10,TLE,0,20,0.0,False,False,COMPLEXITY_TLE,,2,,,,0,False,18,13,5,3645424,109999,311106,299921,421105,algorithm_critic:4;code_critic:4;code_critic_recheck:4;code_repair_agent:4;problem_analyst:1;solver:1,r000,source_TPfaTottRZzO27Q2,2969412e2da275c9983c416ad9a642d10378ff0c089365e744f3e9a4666064a5,data/manifests/csps2019_senior/csps2019_senior_tree.json,runs/run_sSpjunh6rWVHSBmV
run_Uzytk8n4cDblWHh,road,铺设道路,NOIP,2018,senior,noip2018,普及,3,普及,run_result,LABELED,official,,,COMPLETED,COMPLETED,2026-09-09T07:46:41.889671+00:00,2026-09-09T07:57:03.991667+00:00,2026-09-09T07:57:03.966102+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,S3,1,,,,0,True,10,9,1,653515,35308,50867,42569,86175,algorithm_critic:2;code_critic:2;code_repair_agent:2;model_rethink:1;problem_analyst:2;solver:1,r001,source_9u7kmZKuDoGBhQ5,b60949f5a62190d1d70f753b70e7f216b02b4e0d7df45e508fb91ca910b95f56,data/manifests/noip2018/road.json,runs/run_Uzytk8n4cDblWHh
run_Uqj8Z6xbzUlhxkkF,defense,保卫王国,NOIP,2018,senior,noip2018,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,,,COMPLETED,MAX_ROUNDS,2026-09-09T07:46:42.207443+00:00,2026-09-09T08:41:32.405157+00:00,2026-09-09T08:41:32.379644+00:00,1,OK,WA,21,25,84.0,False,False,False,False,IMPLEMENTATION_MISMATCH,S7,"modify function (lines: void modify(int u, const Mat& new_mat) { ... mat[p].m[0][1] += ...; mat[p].m[1][0] += ...; mat[p].m[1][1] += ...; })",0.9,9,AC:21;WA:4,TLE,0,25,0.0,False,False,COMPLEXITY_TLE,,3,,,,0,False,12,9,3,3192015,70636,192605,174501,263241,algorithm_critic:1;code_critic:1;code_critic_recheck:2;code_repair_agent:5;problem_analyst:1;public_oracle:1;solver:1,r003,source_L21XhbB7biYwcc1t,f6f23e1ac895f8fb932814c1b8f0f965285d1d934103752c000dfd5da019fb3a,data/manifests/noip2018/defense.json,runs/run_Uqj8Z6xbzUlhxkkF
run_i1nHsivyYsMJAGAf,csps2019_senior_tree,树上的数,CSP-S,2019,senior,csps2019_senior,NOI/NOI+/CTS,8,NOI/NOI+/CTS,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-10T02:11:36.229270+00:00,2026-09-10T03:00:32.777060+00:00,2026-09-10T03:00:32.724715+00:00,1,OK,TLE,0,20,0.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,TLE:10;WA:10,,,,,False,False,COMPILE_ERROR,,3,3,3,0,0,False,6,5,1,2547359,53510,272744,182972,326254,code_repair_agent:3;problem_analyst:1;solver:2,r001,source_xkhOG98AIIqdAnvc,00a0a3806440c1fd7cf99dcc6cc1f5b131e9c21a59593fedccd7d99827d93c49,data/manifests/csps2019_senior/csps2019_senior_tree.json,runs/run_i1nHsivyYsMJAGAf
run_tsJab6z3l0ujrLvM,csps2019_senior_tree,树上的数,CSP-S,2019,senior,csps2019_senior,NOI/NOI+/CTS,8,NOI/NOI+/CTS,run_result,LABELED,official,,,COMPLETED,REPAIR_DISABLED,2026-09-10T05:45:02.563176+00:00,2026-09-10T06:15:00.451790+00:00,2026-09-10T06:15:00.435855+00:00,1,OK,TLE,0,20,0.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,TLE:7;WA:13,TLE,0,20,0.0,False,False,COMPLEXITY_TLE,,0,0,0,0,0,False,3,2,1,1752016,17528,177483,95512,195011,problem_analyst:1;solver:2,r000,source_sjfYIWgQ2ZTdbWL,004be4ef66853e9ccf0ca35e2ce3758799e9e3e58bd6530e8fde5f61be2ac889,data/manifests/csps2019_senior/csps2019_senior_tree.json,runs/run_tsJab6z3l0ujrLvM
run_FtEaK8qwSchJzpfN,csps2019_senior_centroid,树的重心,CSP-S,2019,senior,csps2019_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,STALLED,2026-09-10T10:36:03.315472+00:00,2026-09-10T11:57:25.952465+00:00,2026-09-10T11:57:25.917177+00:00,2,OK,WA,1,20,5.0,False,False,False,False,IMPLEMENTATION_MISMATCH,S4,"solve() second-centroid block for sum1 (after find_centroid_down(c, M1))",0.9666666666666667,13,AC:1;WA:19,WA,0,20,0.0,False,False,IMPLEMENTATION_MISMATCH,,4,4,4,0,0,False,28,21,7,5143624,157438,417269,386453,574707,algorithm_critic:4;code_critic:4;code_critic_recheck:9;code_repair_agent:4;problem_analyst:1;public_oracle:3;solver:3,r002,source_CZ1QFJUHyJjp3F3i,f38441dd61830815836842657db88a21bfb0eeb75c700b413d1f351f76b67ff1,data/manifests/csps2019_senior/csps2019_senior_centroid.json,runs/run_FtEaK8qwSchJzpfN
run_ZUWaK3nQpE57O40P,csps2019_senior_partition,划分,CSP-S,2019,senior,csps2019_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,STALLED,2026-09-10T10:36:03.318096+00:00,2026-09-10T11:15:35.214175+00:00,2026-09-10T11:15:35.180504+00:00,1,OK,TLE,2,25,8.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,AC:2;TLE:3;WA:20,TLE,2,25,8.0,False,False,COMPLEXITY_TLE,,4,4,4,0,2,False,8,6,2,2200015,63338,229344,216047,292682,code_repair_agent:4;model_rethink:2;problem_analyst:1;solver:1,r000,source_9LfWyo9SOHrUHJ2,cb5ba7ba7b83a869462fd904d901df6ec139bd9f7c5de9885b8952c05f005f8a,data/manifests/csps2019_senior/csps2019_senior_partition.json,runs/run_ZUWaK3nQpE57O40P
run_gZnBYgrGdN0bhbYL,csps2020_senior_snakes,贪吃蛇,CSP-S,2020,senior,csps2020_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,MAX_ROUNDS,2026-09-10T11:15:40.156379+00:00,2026-09-10T12:07:40.498919+00:00,2026-09-10T12:07:40.471120+00:00,1,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,TLE,8,20,40.0,False,False,COMPLEXITY_TLE,,5,5,4,1,1,False,10,7,3,2956937,51823,222829,207671,274652,code_repair_agent:7;model_rethink:1;problem_analyst:1;solver:1,r002,source_HKNczRxe46QJy1,63003cc548f41bc16705483b320acbd2183dbd52ccfdc837ee86387351dbaa9f,data/manifests/csps2020_senior/csps2020_senior_snakes.json,runs/run_gZnBYgrGdN0bhbYL
run_JHKyEG3XgusSfgZn,csps2024_senior_arena,擂台游戏,CSP-S,2024,senior,csps2024_senior,NOI/NOI+/CTS,8,NOI/NOI+/CTS,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,STALLED,2026-09-10T11:57:28.958947+00:00,2026-09-10T12:56:49.072129+00:00,2026-09-10T12:56:48.964311+00:00,1,OK,TLE,19,25,76.0,False,False,False,False,WRONG_ALGORITHM,S4.wild,"main: NodeS root = solve(root_id, 1, end, k, ci); inside for(i=1..m)",0.9416666666666668,14,AC:19;TLE:6,RE,3,25,12.0,False,False,RUNTIME_ERROR,S1.draws,3,3,3,0,0,False,26,20,6,4124516,204341,388221,337918,592562,algorithm_critic:5;code_critic:4;code_critic_recheck:6;code_repair_agent:6;problem_analyst:1;public_oracle:3;solver:1,r001,source_yVcZCYf9PYZOxUfk,ed66bd16f3a70fc5d5e32a55e0f0f9dbb0f901ea7af7fc4070f809b093aa82e3,data/manifests/csps2024_senior/csps2024_senior_arena.json,runs/run_JHKyEG3XgusSfgZn
run_Zz2mU8cRtRzOpZIt,noip2020_senior_walk,微信步数,NOIP,2020,senior,noip2020_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,STALLED,2026-09-10T12:56:52.182664+00:00,2026-09-10T13:47:30.094368+00:00,2026-09-10T13:47:30.055624+00:00,2,OK,AC,20,20,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:20,WA,11,20,55.0,False,False,IMPLEMENTATION_MISMATCH,,3,3,3,0,0,False,8,5,3,1263282,40728,137587,121890,178315,code_repair_agent:6;problem_analyst:1;solver:1,r001,source_CEmIIP50Lv2YiDMi,d56b6ff1f30855154cc0f4eeca2c5facf48ace4c1ea287c3769e2d673035e2bb,data/manifests/noip2020_senior/noip2020_senior_walk.json,runs/run_Zz2mU8cRtRzOpZIt
run_qX6ogDciQmJJIav,noip2022_senior_match,比赛,NOIP,2022,senior,noip2022_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,,,COMPLETED,STALLED,2026-09-10T14:31:50.821633+00:00,2026-09-10T14:58:06.724115+00:00,2026-09-10T14:58:06.675793+00:00,1,OK,TLE,2,25,8.0,False,False,False,False,COMPLEXITY_TLE,,,1.0,9,AC:2;TLE:23,,,,,False,False,COMPILE_ERROR,,3,3,3,0,2,False,6,5,1,1381344,36920,155964,146881,192884,code_repair_agent:4;problem_analyst:1;solver:1,r001,source_Wljuwa24Ka2SDOt,fb6b653b549034cf5b389f3355f207d38a67ad22362290bbe3febbdadd96a5f9,data/manifests/noip2022_senior/noip2022_senior_match.json,runs/run_qX6ogDciQmJJIav
run_F27Sx1IAz3npVTSt,noip2021_senior_variance,方差,NOIP,2021,senior,noip2021_senior,省选/NOI−,7,省选/NOI−,run_result,LABELED,official,collection-20260910T103603Z,SKIPPED_PREVIOUS_SUCCESS,COMPLETED,STALLED,2026-09-10T15:02:35.732420+00:00,2026-09-10T15:26:32.279727+00:00,2026-09-10T15:26:32.215564+00:00,1,OK,AC,25,25,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,,,0.9,7,AC:25,WA,6,25,24.0,False,False,IMPLEMENTATION_MISMATCH,,3,3,1,2,0,False,5,5,0,1385109,38165,143168,131781,181333,code_repair_agent:3;problem_analyst:1;solver:1,r001,source_akI1FOZ67ua2AhG9,b6476bd32afc6792f4f6796455dec751e7f1b54b5c285ecc1721ffbadff8f0bf,data/manifests/noip2021_senior/noip2021_senior_variance.json,runs/run_F27Sx1IAz3npVTSt
run_ueCo7xYz7YkCGfD,csps2019_senior_code,格雷码,CSP-S,2019,senior,csps2019_senior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T15:43:26.549652+00:00,2026-09-10T15:46:12.432354+00:00,2026-09-10T15:46:12.407668+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:20,AC,20,20,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,179143,14750,20939,17442,35689,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_ydNiJ7Fd4b12GK4,9dfd55e94c65a6c1eb44f634cfb1574745b632b7bd188540cd1861f9141d4137,data/manifests/csps2019_senior/csps2019_senior_code.json,runs/run_ueCo7xYz7YkCGfD
run_pFN7Dj8CEk463D,csps2020_senior_call,函数调用,CSP-S,2020,senior,csps2020_senior,提高+/省选−,6,提高+/省选−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T15:46:18.853307+00:00,2026-09-10T15:54:40.606502+00:00,2026-09-10T15:54:40.570957+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:20,AC,20,20,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,553686,19512,58690,52656,78202,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_9sn3pneUUq3ny3q,4b827e5df3cfe906009f1fcc20c9f8e419f942ed9dc2d78bbe2b974e758e079a,data/manifests/csps2020_senior/csps2020_senior_call.json,runs/run_pFN7Dj8CEk463D
run_Xja7G1LcEDKlLo,csps2020_senior_julian,儒略日,CSP-S,2020,senior,csps2020_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T15:54:41.549925+00:00,2026-09-10T16:03:48.781329+00:00,2026-09-10T16:03:48.762905+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,5,4,1,641438,18679,60267,54543,78946,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:2,r000,source_U5qdzt7UnvtiKeX,998c712fcaf5f0063caa0cddf81ddbf585de94349befef48470000800d9f81d8,data/manifests/csps2020_senior/csps2020_senior_julian.json,runs/run_Xja7G1LcEDKlLo
run_0iYRSc1et0SGm6P9,noip2014_junior_count,珠心算测验,NOIP,2014,junior,noip2014_junior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:12:10.440200+00:00,2026-09-10T16:14:21.306914+00:00,2026-09-10T16:14:21.286373+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,6,4,2,139203,10819,15966,13215,26785,algorithm_critic:1;code_critic:1;problem_analyst:3;solver:1,r000,source_p2Lb9gfA0tzSbnxq,f7b1f37d8f5a14d390825a79f11e43ac829619f40d7243b01c2a3bcc6350652e,data/manifests/noip2014_junior/noip2014_junior_count.json,runs/run_0iYRSc1et0SGm6P9
run_0K78TZRaJK4QJ3e,noip2014_junior_matrix,螺旋矩阵,NOIP,2014,junior,noip2014_junior,普及,3,普及,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:12:12.946762+00:00,2026-09-10T16:15:12.982375+00:00,2026-09-10T16:15:12.965672+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,6,4,2,194718,12244,24110,20174,36354,algorithm_critic:1;code_critic:1;problem_analyst:3;solver:1,r000,source_i6XR4BSlofp0xPrP,10ab1cd9d8b40956127af6ad6b1b7b3ef3b3639397be18650046aaa021f1d936,data/manifests/noip2014_junior/noip2014_junior_matrix.json,runs/run_0K78TZRaJK4QJ3e
run_zcY34OyBRSM0r7I,noip2014_junior_ratio,比例简化,NOIP,2014,junior,noip2014_junior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:14:30.404095+00:00,2026-09-10T16:16:35.373991+00:00,2026-09-10T16:16:35.356431+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,148562,12144,16882,13074,29026,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_S135rNZZpkxrTzWV,bd2a48e087ae9036236033c1e80e250a0b6c0d418847fd023415d3426c9df3c8,data/manifests/noip2014_junior/noip2014_junior_ratio.json,runs/run_zcY34OyBRSM0r7I
run_mDNK1c74NSA1fQql,noip2014_junior_submatrix,子矩阵,NOIP,2014,junior,noip2014_junior,提高,5,提高,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:15:18.487396+00:00,2026-09-10T16:18:29.125715+00:00,2026-09-10T16:18:29.098935+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:20,AC,20,20,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,223640,16551,25439,20723,41990,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_OvgiTEBbvnimfnjd,4882653eb2deaf097aacbe10f00ac270d003725be84c753895098cf4e20ebc59,data/manifests/noip2014_junior/noip2014_junior_submatrix.json,runs/run_mDNK1c74NSA1fQql
run_PGJATAPTV12qapFz,noip2014_senior_bird,飞扬的小鸟,NOIP,2014,senior,noip2014_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:16:41.359035+00:00,2026-09-10T16:22:46.358006+00:00,2026-09-10T16:22:46.335471+00:00,1,OK,AC,20,20,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:20,AC,20,20,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,481218,17098,51902,47127,69000,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_z6ESs4MJjLKDv5X,4ed889d177ad8496c30798dc707b9bafb042afeea66250d3fc719d27fcbe79d7,data/manifests/noip2014_senior/noip2014_senior_bird.json,runs/run_PGJATAPTV12qapFz
run_rMfFaEcD2rmwCnZ,noip2014_senior_equation,解方程,NOIP,2014,senior,noip2014_senior,普及+/提高−,4,普及+/提高−,run_result,LABELED,partial,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:18:38.422996+00:00,2026-09-10T16:23:55.227248+00:00,2026-09-10T16:23:55.209930+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,372124,12963,35219,31457,48182,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_VcX3DM1KezjEo7,b1ea962c15ad0f90a64b9bc04807208e02322fdb3601cad63d1c9671bce73ed2,data/manifests/noip2014_senior/noip2014_senior_equation.json,runs/run_rMfFaEcD2rmwCnZ
run_61Vh3ut1VDmrG74,noip2014_senior_link,联合权值,NOIP,2014,senior,noip2014_senior,普及,3,普及,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:23:00.048446+00:00,2026-09-10T16:25:31.323820+00:00,2026-09-10T16:25:31.306483+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,176077,13964,24176,20075,38140,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_GqD9023FfLemtyA,0225026ddd8a1d9b9f2835776779c1b020b2e9903bad6a187cb3d76b2b67c18d,data/manifests/noip2014_senior/noip2014_senior_link.json,runs/run_61Vh3ut1VDmrG74
run_VQxLmXCpVXxHywfR,noip2014_senior_road,寻找道路,NOIP,2014,senior,noip2014_senior,普及,3,普及,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:24:00.868213+00:00,2026-09-10T16:27:39.466664+00:00,2026-09-10T16:27:39.443050+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,249187,15292,31035,26134,46327,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_Lm3M4NMEnx7Wzgxk,77a25ba7ad998321faa780c0beb1fe5a1cb7b02645554de193f440feec65be3a,data/manifests/noip2014_senior/noip2014_senior_road.json,runs/run_VQxLmXCpVXxHywfR
run_v1Mdcn5kOf9gYk92,noip2014_senior_rps,生活大爆炸版石头剪刀布,NOIP,2014,senior,noip2014_senior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:25:33.083918+00:00,2026-09-10T16:27:55.037917+00:00,2026-09-10T16:27:55.018324+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,171735,13916,20936,17095,34852,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_ZICyBJvDDFwFlk69,cd83228b35e162969bde9e4f19be782db707e9305438ed174c06f25df3928bfb,data/manifests/noip2014_senior/noip2014_senior_rps.json,runs/run_v1Mdcn5kOf9gYk92
run_rC009fgXKZK0ginn,noip2014_senior_wireless,无线网络发射器选址,NOIP,2014,senior,noip2014_senior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:27:41.127981+00:00,2026-09-10T16:29:49.176545+00:00,2026-09-10T16:29:49.152893+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,145202,12134,17170,13637,29304,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_grEmNOSfLdIJpz2Z,834f00f6a081de4ec00fae5e6fe0c1f9e0011d8a061ff4f5aea3e2c4383bb1b1,data/manifests/noip2014_senior/noip2014_senior_wireless.json,runs/run_rC009fgXKZK0ginn
run_25X8tgq2qpxb0Yyc,noip2015_junior_coin,金币,NOIP,2015,junior,noip2015_junior,入门,1,入门,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:28:02.781271+00:00,2026-09-10T16:34:38.931843+00:00,2026-09-10T16:34:38.898739+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,S1,3,3,2,1,0,True,13,13,0,445126,49123,50192,40407,99315,algorithm_critic:4;code_critic:4;code_repair_agent:2;model_rethink:1;problem_analyst:1;solver:1,r002,source_uH04kJCo6RqVVCco,b27d996e2ca82e5df484aa0495b7fd9a35b1ff1cdaf2188986d83b80c4f12643,data/manifests/noip2015_junior/noip2015_junior_coin.json,runs/run_25X8tgq2qpxb0Yyc
run_Qszj6Td6x2mtolG,noip2015_junior_mine,扫雷游戏,NOIP,2015,junior,noip2015_junior,入门,1,入门,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:29:49.873784+00:00,2026-09-10T16:31:36.374054+00:00,2026-09-10T16:31:36.353768+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,124172,11977,16521,13318,28498,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_GGhe0TWuOW4tP4QC,911a42a1d362654eba0584e1f9a14da3bfb81c155308c8d1f79b7516e0b454fe,data/manifests/noip2015_junior/noip2015_junior_mine.json,runs/run_Qszj6Td6x2mtolG
run_lJID6kaMN6PY4F,noip2015_junior_salesman,推销员,NOIP,2015,junior,noip2015_junior,提高,5,提高,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,MAX_ROUNDS,2026-09-10T16:31:43.541799+00:00,2026-09-10T16:49:46.454057+00:00,2026-09-10T16:49:46.417812+00:00,1,OK,AC,10,10,100.0,True,False,False,True,RESULT_CORRECT_PROCESS_INVALID,S2,,0.9,9,AC:10,AC,10,10,100.0,True,False,RESULT_CORRECT_PROCESS_INVALID,S2,3,3,1,2,0,False,13,13,0,1386173,76651,160778,144287,237429,algorithm_critic:4;code_critic:4;code_repair_agent:2;model_rethink:1;problem_analyst:1;solver:1,r000,source_pDeSg0eTv3hvPHP,deeed78e021d1bfe223be55d9117faebba1d11f90ea0f8f786e519e383155596,data/manifests/noip2015_junior/noip2015_junior_salesman.json,runs/run_lJID6kaMN6PY4F
run_ViFvJ38WqBQd6vF,noip2015_junior_sum,求和,NOIP,2015,junior,noip2015_junior,普及+/提高−,4,普及+/提高−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:34:40.814480+00:00,2026-09-10T16:38:09.417036+00:00,2026-09-10T16:38:09.398477+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,258422,15134,33066,28942,48200,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_YSni0WStJWJKHWi,6d3e87b0db0f514eb716f9779bba70e11be525ced9a1ec534b212e32922c3e6a,data/manifests/noip2015_junior/noip2015_junior_sum.json,runs/run_ViFvJ38WqBQd6vF
run_0eXr027v9hiob9R,noip2015_senior_magic,神奇的幻方,NOIP,2015,senior,noip2015_senior,普及−,2,普及−,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:38:12.494979+00:00,2026-09-10T16:41:58.249075+00:00,2026-09-10T16:41:58.231941+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,266516,19195,30866,26056,50061,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_AH70FUE6BeTNl39,80eca4fd8588f410c0da713fe444babb79f85b46d3577bf8a7e7de43bc54fc32,data/manifests/noip2015_senior/noip2015_senior_magic.json,runs/run_0eXr027v9hiob9R
run_v8gEKqOpVkcw7F12,noip2015_senior_stone,跳石头,NOIP,2015,senior,noip2015_senior,普及,3,普及,run_result,LABELED,official,collection-20260910T103603Z,COMPLETED,COMPLETED,COMPLETED,2026-09-10T16:44:30.863361+00:00,2026-09-10T16:47:41.092948+00:00,2026-09-10T16:47:41.075387+00:00,1,OK,AC,10,10,100.0,True,True,True,False,UNRESOLVED,,,0.9,6,AC:10,AC,10,10,100.0,True,True,UNRESOLVED,,0,0,0,0,0,False,4,4,0,231438,12736,25331,21643,38067,algorithm_critic:1;code_critic:1;problem_analyst:1;solver:1,r000,source_rRrTNlKZkVlWJCyc,59685ca82ae3c558b9f4585bb1452b535288a0b2aeae6ae244f0c0004aad2fb8,data/manifests/noip2015_senior/noip2015_senior_stone.json,runs/run_v8gEKqOpVkcw7F12
